region,country,2023,unit
Sabaragamuwa,Sri Lanka,346994.00,人
Béchar,Algeria,203964.00,人
Warrington,United Kingdom,230019.00,人
Apure,Venezuela,308658.00,人
Idlib,Syria,659614.00,人
Cienfuegos,Cuba,382576.00,人
Comoé,Côte d’Ivoire,507041.00,人
Ñuble,Chile,292447.00,人
Quảng Trị,Vietnam,201511.00,人
Al Aḩmadī,Kuwait,289529.00,人
Mara,Tanzania,374806.00,人
Boyacá,Colombia,886323.00,人
Alajuela,Costa Rica,673999.00,人
Liban-Sud,Lebanon,386492.00,人
Western Bahr el Ghazal,South Sudan,179442.00,人
Tokat,Turkey,381014.00,人
Skikda,Algeria,380107.00,人
Kamchatskiy Kray,Russia,211236.00,人
Kirklees,United Kingdom,466345.00,人
Bizerte,Tunisia,364062.00,人
Mukono,Uganda,178438.00,人
Umbria,Italy,692487.00,人
Nīmrōz,Afghanistan,160902.00,人
Splitsko-Dalmatinska Županija,Croatia,305138.00,人
Siirt,Turkey,205508.00,人
Trà Vinh,Vietnam,208520.00,人
Southend-on-Sea,United Kingdom,203269.00,人
Khōst,Afghanistan,160214.00,人
Centre-Ouest,Burkina Faso,331565.00,人
Bourgogne-Franche-Comté,France,815228.00,人
Overijssel,Netherlands,1028731.00,人
Newport,United Kingdom,169758.00,人
Catamarca,Argentina,238292.00,人
Djelfa,Algeria,710696.00,人
Atacama,Chile,269950.00,人
Klaipėdos Miestas,Lithuania,158420.00,人
Isabela,Philippines,1560745.00,人
Midlands,Zimbabwe,342489.00,人
Csongrád-Csanád,Hungary,220003.00,人
Enfield,United Kingdom,299153.00,人
Haut-Lomami,Congo (Kinshasa),287563.00,人
Plateau,Benin,769422.00,人
Lagunes,Côte d’Ivoire,540592.00,人
Saint Catherine,Jamaica,366643.00,人
Lumbinī,Nepal,472684.00,人
Nord,Haiti,745580.00,人
Esmeraldas,Ecuador,244576.00,人
Souk Ahras,Algeria,155259.00,人
Chlef,Algeria,743713.00,人
Salzburg,Austria,235172.00,人
Brăila,Romania,163655.00,人
Saint-Louis,Senegal,274348.00,人
Durrës,Albania,199778.00,人
L’Ariana,Tunisia,305996.00,人
Occidental Mindoro,Philippines,517552.00,人
Jigawa,Nigeria,153000.00,人
Tete,Mozambique,286814.00,人
Vĩnh Phúc,Vietnam,252494.00,人
Choluteca,Honduras,152519.00,人
Gulu,Uganda,152276.00,人
Quảng Nam,Vietnam,274534.00,人
Matanzas,Cuba,688958.00,人
Suffolk,United Kingdom,410118.00,人
Bay of Plenty,New Zealand,222354.00,人
La Rioja,Spain,234165.00,人
Quiché,Guatemala,900138.00,人
Erzincan,Turkey,602856.00,人
Kırşehir,Turkey,185390.00,人
Kragujevac,Serbia,150623.00,人
Extremadura,Spain,557082.00,人
Mzimba,Malawi,176196.00,人
Bình Phước,Vietnam,376655.00,人
Los Ríos,Chile,254606.00,人
,Curaçao,150000.00,人
Mont-Liban,Lebanon,593009.00,人
Luapula,Zambia,447701.00,人
Bataan,Philippines,867691.00,人
Zou,Benin,795020.00,人
Harrow,United Kingdom,245983.00,人
Port Louis,Mauritius,149194.00,人
Fāryāb,Afghanistan,188770.00,人
‘Ajlūn,Jordan,157517.00,人
Ağrı,Turkey,321156.00,人
Santiago,Philippines,169708.00,人
Nord-Ouest,Haiti,476167.00,人
Dundee City,United Kingdom,166939.00,人
Sơn La,Vietnam,254311.00,人
Sardegna,Italy,936178.00,人
Western Equatoria,South Sudan,203185.00,人
Vas,Hungary,193746.00,人
Imereti,Georgia,203452.00,人
Siem Reap,Cambodia,147866.00,人
Keski-Suomi,Finland,264223.00,人
Davao Oriental,Philippines,576343.00,人
Upper Nile,South Sudan,224677.00,人
Tanganyika,Congo (Kinshasa),405482.00,人
‘Anseba,Eritrea,146500.00,人
Sandwell,United Kingdom,290624.00,人
Dhamār,Yemen,171053.00,人
Gia Lai,Vietnam,281393.00,人
Rogaland,Norway,427225.00,人
Oriental Mindoro,Philippines,908339.00,人
Mostaganem,Algeria,552846.00,人
Gloucestershire,United Kingdom,410568.00,人
Arad,Romania,188335.00,人
Xorazm,Uzbekistan,440240.00,人
Kagera,Tanzania,209719.00,人
Nueva Esparta,Venezuela,324796.00,人
Comayagua,Honduras,239906.00,人
Laghmān,Afghanistan,144162.00,人
Navoiy,Uzbekistan,409474.00,人
Nouakchott Nord,Mauritania,144043.00,人
Mandera,Kenya,339946.00,人
Çanakkale,Turkey,391730.00,人
Nordjylland,Denmark,303396.00,人
Borsod-Abaúj-Zemplén,Hungary,272288.00,人
Ciego de Ávila,Cuba,434510.00,人
Ghaznī,Afghanistan,143379.00,人
Touggourt,Algeria,143270.00,人
Meghālaya,India,287807.00,人
Papua Tengah,Indonesia,265779.00,人
Stara Zagora,Bulgaria,258119.00,人
Telford and Wrekin,United Kingdom,216193.00,人
Niassa,Mozambique,230028.00,人
Cunene,Angola,462111.00,人
Lancashire,United Kingdom,832304.00,人
Distrito Federal,Brazil,141742.00,人
York,United Kingdom,173530.00,人
Zanzan,Côte d’Ivoire,236451.00,人
Vaud,Switzerland,400088.00,人
Cabo Delgado,Mozambique,350184.00,人
Argeş,Romania,242976.00,人
Coimbra,Portugal,451089.00,人
Mtwara,Tanzania,176825.00,人
Andaman and Nicobar Islands,India,248416.00,人
Redcar and Cleveland,United Kingdom,196492.00,人
Ruse,Bulgaria,140537.00,人
Şalāḩ ad Dīn,Iraq,619917.00,人
Misamis Occidental,Philippines,607669.00,人
Baranya,Hungary,195384.00,人
Al ‘Aqabah,Jordan,140000.00,人
La Libertad,El Salvador,677963.00,人
Northern Territory,Australia,205016.00,人
Reykjavík,Iceland,139875.00,人
River Nile,Sudan,384878.00,人
Masaya,Nicaragua,277730.00,人
Totonicapán,Guatemala,493864.00,人
Blackpool,United Kingdom,159306.00,人
Adygeya,Russia,152308.00,人
Centre-Val de Loire,France,957185.00,人
Sud-Ubangi,Congo (Kinshasa),219323.00,人
Sancti Spíritus,Cuba,439010.00,人
Médéa,Algeria,635336.00,人
Zamboanga del Norte,Philippines,950686.00,人
Sud-Est,Haiti,466511.00,人
Logone Occidental,Chad,150026.00,人
Northamptonshire,United Kingdom,460168.00,人
Benguet,Philippines,412371.00,人
Östergötland,Sweden,310722.00,人
Sulu,Philippines,928516.00,人
Misamis Oriental,Philippines,949459.00,人
Hà Nam,Vietnam,136654.00,人
Huehuetenango,Guatemala,1270210.00,人
Ogooué-Maritime,Gabon,138529.00,人
Rīf Dimashq,Syria,1456579.00,人
Bacău,Romania,247447.00,人
Al Buţnān,Libya,147941.00,人
Gitega,Burundi,135467.00,人
Ahuachapán,El Salvador,385157.00,人
Tizi Ouzou,Algeria,730372.00,人
Maldonado,Uruguay,186203.00,人
Northern Province,Rwanda,367990.00,人
El Oued,Algeria,366824.00,人
Hövsgöl,Mongolia,134530.00,人
Bern,Switzerland,423301.00,人
Laghouat,Algeria,309417.00,人
Southern,Zambia,342641.00,人
Sibiu,Romania,208624.00,人
Brighton and Hove,United Kingdom,240470.00,人
Negros Oriental,Philippines,1432990.00,人
Trafford,United Kingdom,326053.00,人
Quảng Bình,Vietnam,278230.00,人
Stînga Nistrului,Moldova,276983.00,人
Ash Shamālīyah,Bahrain,196350.00,人
Ségou,Mali,1333563.00,人
Bingöl,Turkey,183419.00,人
Matagalpa,Nicaragua,412491.00,人
Montana,United States,508438.00,人
Ouémé,Benin,901006.00,人
Yalova,Turkey,252111.00,人
Maale,Maldives,133019.00,人
Luxembourg,Luxembourg,132780.00,人
Kvemo Kartli,Georgia,157261.00,人
El Valle,Dominican Republic,270828.00,人
Surat Thani,Thailand,299274.00,人
Imbabura,Ecuador,226715.00,人
Îles du Vent,French Polynesia,131695.00,人
Västmanland,Sweden,202062.00,人
Jijel,Algeria,495106.00,人
South-West,Cameroon,338319.00,人
Atyraū,Kazakhstan,236558.00,人
Şırnak,Turkey,367941.00,人
Vlorë,Albania,171827.00,人
Chocó,Colombia,412710.00,人
Lào Cai,Vietnam,140083.00,人
El Beni,Bolivia,353164.00,人
Tirol,Austria,248801.00,人
Udon Thani,Thailand,208247.00,人
Basilan,Philippines,404917.00,人
Lincolnshire,United Kingdom,428262.00,人
Relizane,Algeria,355846.00,人
Battambang,Cambodia,130000.00,人
Antsiranana,Madagascar,1361939.00,人
Haringey,United Kingdom,170349.00,人
Hārerī Hizb,Ethiopia,129000.00,人
Örebro,Sweden,187532.00,人
Saïda,Algeria,128413.00,人
Delaware,United States,367877.00,人
Opolskie,Poland,398396.00,人
Kayes,Mali,1144944.00,人
Eastern,Ghana,653936.00,人
Leiria,Portugal,454685.00,人
Guelmim-Oued Noun,Morocco,261315.00,人
San Juan,Philippines,126347.00,人
Ingushetiya,Russia,218947.00,人
Giresun,Turkey,260724.00,人
La Union,Philippines,909780.00,人
Kastamonu,Turkey,193314.00,人
Sumatera Barat,Indonesia,623813.00,人
Kırklareli,Turkey,255228.00,人
Karabük,Turkey,187440.00,人
Jubbada Dhexe,Somalia,240000.00,人
Olancho,Honduras,262153.00,人
River Gee,Liberia,127981.00,人
Nord,Burkina Faso,251655.00,人
Fryslân,Netherlands,394380.00,人
Bến Tre,Vietnam,179522.00,人
Collines,Benin,575790.00,人
Azad Kashmir,Pakistan,415717.00,人
Devon,United Kingdom,452201.00,人
Ombella-Mpoko,Central African Republic,140777.00,人
Pohjois-Savo,Finland,203790.00,人
Savannakhét,Laos,124000.00,人
Nevşehir,Turkey,186883.00,人
Cambridgeshire,United Kingdom,340019.00,人
Magallanes y de la Antártica Chilena,Chile,146526.00,人
Tipaza,Algeria,935419.00,人
Karachayevo-Cherkesiya,Russia,146828.00,人
Centre-Nord,Burkina Faso,270298.00,人
Kilifi,Kenya,242758.00,人
Havering,United Kingdom,211798.00,人
Hoima,Uganda,122700.00,人
,Guam,123462.00,人
Zonguldak,Turkey,403934.00,人
Shirak,Armenia,161053.00,人
Chinandega,Nicaragua,355562.00,人
Kalinga,Philippines,229570.00,人
Päijät-Häme,Finland,192206.00,人
Gafsa,Tunisia,269162.00,人
Muş,Turkey,190970.00,人
Nakhon Pathom,Thailand,158729.00,人
Buckinghamshire,United Kingdom,339824.00,人
Limburg,Netherlands,816009.00,人
Central,Sri Lanka,509715.00,人
Samut Prakan,Thailand,419690.00,人
Gateshead,United Kingdom,170297.00,人
Guelma,Algeria,234577.00,人
Ghardaïa,Algeria,251094.00,人
Janūb al Bāţinah,Oman,148088.00,人
Rize,Turkey,194664.00,人
New Brunswick,Canada,416200.00,人
Suceava,Romania,274230.00,人
Pleven,Bulgaria,129462.00,人
Slough,United Kingdom,119070.00,人
Vihiga,Kenya,118696.00,人
Abruzzo,Italy,758605.00,人
Hưng Yên,Vietnam,118646.00,人
Kavango East,Namibia,118632.00,人
Vermont,United States,279702.00,人
Kampong Cham,Cambodia,118242.00,人
Davao Occidental,Philippines,237118.00,人
Trentino-Alto Adige,Italy,460181.00,人
Dakhlet Nouadhibou,Mauritania,118000.00,人
Blackburn with Darwen,United Kingdom,146087.00,人
Tahoua,Niger,257731.00,人
Agadez,Niger,220400.00,人
Cascades,Burkina Faso,180602.00,人
,Philippines,285591.00,人
Chimaltenango,Guatemala,799283.00,人
Gaza,Mozambique,309426.00,人
Mashonaland West,Zimbabwe,432913.00,人
Boké,Guinea,244700.00,人
Tawi-Tawi,Philippines,404555.00,人
Oum el Bouaghi,Algeria,485339.00,人
Mureş,Romania,223915.00,人
Sabhā,Libya,116016.00,人
Tyva,Russia,153416.00,人
Ra’s al Khaymah,United Arab Emirates,126139.00,人
Amambay,Paraguay,133047.00,人
Viken,Norway,956587.00,人
Zakarpatska Oblast,Ukraine,384178.00,人
Kasese,Uganda,190657.00,人
Szabolcs-Szatmár-Bereg,Hungary,190133.00,人
Sliven,Bulgaria,137416.00,人
Shamāl ash Sharqīyah,Oman,150040.00,人
Amasya,Turkey,241413.00,人
Tlemcen,Algeria,512597.00,人
Thimphu,Bhutan,114551.00,人
Camarines Sur,Philippines,1859074.00,人
Machakos,Kenya,197415.00,人
Baghlān,Afghanistan,196990.00,人
Río Negro,Argentina,474973.00,人
Jönköping,Sweden,208122.00,人
Matabeleland North,Zimbabwe,168970.00,人
Canelones,Uruguay,369938.00,人
Kilis,Turkey,112187.00,人
Estelí,Nicaragua,194780.00,人
Zambales,Philippines,649615.00,人
Leyte,Philippines,1512660.00,人
Camarines Norte,Philippines,613942.00,人
Ilocos Norte,Philippines,602705.00,人
Chiquimula,Guatemala,443984.00,人
Tillabéri,Niger,268657.00,人
North-Western,Zambia,224906.00,人
Bono East,Ghana,321150.00,人
Izabal,Guatemala,446461.00,人
Thuringia,Germany,1061188.00,人
Assaba,Mauritania,133037.00,人
Haut-Ogooué,Gabon,160002.00,人
Manzini,Eswatini,110508.00,人
Masindi,Uganda,110500.00,人
Rochdale,United Kingdom,214564.00,人
Saint Michael,Barbados,110000.00,人
Cojedes,Venezuela,208001.00,人
Retalhuleu,Guatemala,376398.00,人
Wirral,United Kingdom,365243.00,人
Doncaster,United Kingdom,230658.00,人
Rotherham,United Kingdom,201281.00,人
Sarangani,Philippines,558946.00,人
Agusan del Sur,Philippines,739367.00,人
Kent,United Kingdom,1034834.00,人
Bács-Kiskun,Hungary,258862.00,人
Waltham Forest,United Kingdom,194191.00,人
Sultan Kudarat,Philippines,672087.00,人
San Marcos,Guatemala,1167171.00,人
Inhambane,Mozambique,230594.00,人
Kasserine,Tunisia,240919.00,人
Maţrūḩ,Egypt,220022.00,人
Maramureş,Romania,228712.00,人
Mpumalanga,South Africa,778405.00,人
Ferizaj,Kosovo,108610.00,人
Oxfordshire,United Kingdom,362914.00,人
Mascara,Algeria,528320.00,人
Khenchela,Algeria,196119.00,人
Kohgīlūyeh va Bowyer Aḩmad,Iran,332075.00,人
Mopti,Mali,1024903.00,人
Kebbi,Nigeria,133956.00,人
West Kordofan,Sudan,127708.00,人
Liberecký Kraj,Czechia,226665.00,人
Primorsko-Goranska Županija,Croatia,165622.00,人
Yunlin,Taiwan,662448.00,人
Labé,Guinea,138705.00,人
Hampshire,United Kingdom,926292.00,人
Upper West,Ghana,107214.00,人
Monastir,Tunisia,481342.00,人
Drenthe,Netherlands,372073.00,人
Yamalo-Nenetskiy Avtonomnyy Okrug,Russia,395191.00,人
Casanare,Colombia,285401.00,人
Orhon,Mongolia,106810.00,人
Eastern,Sri Lanka,292142.00,人
Nabeul,Tunisia,658200.00,人
Miaoli,Taiwan,514062.00,人
Dakhla-Oued Ed-Dahab,Morocco,121421.00,人
Barking and Dagenham,United Kingdom,165315.00,人
Mingəçevir,Azerbaijan,106100.00,人
Mono,Benin,482779.00,人
Granada,Nicaragua,162502.00,人
Madeira,Portugal,273682.00,人
Šabac,Serbia,105432.00,人
Mityana,Uganda,105200.00,人
Maguindanao,Philippines,816109.00,人
Bohol,Philippines,1387423.00,人
Tuyên Quang,Vietnam,104645.00,人
Šiaulių Miestas,Lithuania,104300.00,人
Hậu Giang,Vietnam,277399.00,人
Sud,Haiti,668328.00,人
Medway,United Kingdom,318019.00,人
Calderdale,United Kingdom,226641.00,人
Salto,Uruguay,104028.00,人
Woroba,Côte d’Ivoire,233158.00,人
Salford,United Kingdom,270212.00,人
North Central,Sri Lanka,333646.00,人
Wigan,United Kingdom,358408.00,人
Buzău,Romania,142719.00,人
Mubende,Uganda,103473.00,人
Francistown,Botswana,103417.00,人
Hounslow,United Kingdom,183276.00,人
Mongala,Congo (Kinshasa),251827.00,人
Moyen-Chari,Chad,119229.00,人
Taitung,Taiwan,143974.00,人
Kalmykiya,Russia,117138.00,人
La Pampa,Argentina,195276.00,人
Brent,United Kingdom,164275.00,人
Centre,Haiti,427618.00,人
Erongo,Namibia,164019.00,人
Olomoucký Kraj,Czechia,298249.00,人
Nakhon Si Thammarat,Thailand,186484.00,人
An Nuqāţ al Khams,Libya,302048.00,人
Worcestershire,United Kingdom,338394.00,人
Northern,Zambia,223408.00,人
Iğdır,Turkey,111319.00,人
East Sussex,United Kingdom,314215.00,人
Kärnten,Austria,263578.00,人
Southern,Sri Lanka,631111.00,人
Chaguanas,Trinidad and Tobago,110065.00,人
Zomba,Malawi,101140.00,人
Lacs,Côte d’Ivoire,210339.00,人
Abşeron,Azerbaijan,111593.00,人
Salavan,Laos,100900.00,人
Unity,South Sudan,108503.00,人
Morobe,Papua New Guinea,130119.00,人
Yên Bái,Vietnam,178779.00,人
Sikkim,India,112476.00,人
Bāmyān,Afghanistan,174900.00,人
Gash-Barka,Eritrea,131110.00,人
Volta,Ghana,416208.00,人
Béqaa,Lebanon,227728.00,人
Kakamega,Kenya,191765.00,人
Centre-Est,Burkina Faso,360496.00,人
Sololá,Guatemala,414447.00,人
Västernorrland,Sweden,170100.00,人
Petén,Guatemala,624044.00,人
Hualien,Taiwan,302237.00,人
Jinotega,Nicaragua,286969.00,人
Surigao del Sur,Philippines,642255.00,人
Viseu,Portugal,336159.00,人
Wakefield,United Kingdom,299165.00,人
Blida,Algeria,490239.00,人
Lira,Uganda,99059.00,人
Nāgāland,India,229539.00,人
Banteay Meanchey,Cambodia,197953.00,人
Nyeri,Kenya,98908.00,人
Sopron,Hungary,98479.00,人
Marche,Italy,996264.00,人
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Argentina,190511.00,人
Bălţi,Moldova,97930.00,人
Smederevo,Serbia,97930.00,人
Saint James,Jamaica,97890.00,人
Northern Samar,Philippines,632258.00,人
Minskaya Voblasts’,Belarus,527662.00,人
Madhesh,Nepal,135794.00,人
Drâa-Tafilalet,Morocco,1019577.00,人
Gambēla Hizboch,Ethiopia,97643.00,人
Nantou,Taiwan,479385.00,人
Tartu,Estonia,97435.00,人
Jihočeský Kraj,Czechia,230196.00,人
Pernik,Bulgaria,110156.00,人
Northern Cape,South Africa,459595.00,人
Tumbes,Peru,113917.00,人
Chin State,Burma,274483.00,人
Arauca,Colombia,273741.00,人
Ben Arous,Tunisia,352148.00,人
Oldham,United Kingdom,167684.00,人
Saint Andrew,Jamaica,96494.00,人
Pejë,Kosovo,110973.00,人
Osječko-Baranjska Županija,Croatia,162514.00,人
Maribor,Slovenia,96211.00,人
Mbale,Uganda,96189.00,人
Parwān,Afghanistan,96093.00,人
Fejér,Hungary,146049.00,人
Hammersmith and Fulham,United Kingdom,183157.00,人
Santa Cruz,Argentina,261638.00,人
Burdur,Turkey,157419.00,人
Labuan,Malaysia,95120.00,人
Naxçıvan,Azerbaijan,104595.00,人
Lindi,Tanzania,95096.00,人
Hertfordshire,United Kingdom,1049923.00,人
Gjakovë,Kosovo,94556.00,人
Goa,India,703027.00,人
Västerbotten,Sweden,177158.00,人
Haskovo,Bulgaria,202470.00,人
Bath and North East Somerset,United Kingdom,122930.00,人
Mashonaland East,Zimbabwe,199551.00,人
Davao de Oro,Philippines,714177.00,人
Hillingdon,United Kingdom,291264.00,人
Královéhradecký Kraj,Czechia,229100.00,人
Qormi,Malta,93897.00,人
Al Fujayrah,United Arab Emirates,93673.00,人
Vâlcea,Romania,108768.00,人
Darlington,United Kingdom,93015.00,人
Merton,United Kingdom,214129.00,人
South Kordofan,Sudan,92674.00,人
Yozgat,Turkey,252474.00,人
Tamanrasset,Algeria,106006.00,人
Bedford,United Kingdom,113143.00,人
Pardubický Kraj,Czechia,240912.00,人
Leningradskaya Oblast’,Russia,802918.00,人
Al Ḩudūd ash Shamālīyah,Saudi Arabia,203698.00,人
Sefton,United Kingdom,284269.00,人
Satu Mare,Romania,125093.00,人
Batha,Chad,152954.00,人
Kars,Turkey,127840.00,人
YeDebub M‘irab Ītyop’iya Hizboch,Ethiopia,112295.00,人
Ústecký Kraj,Czechia,526089.00,人
Homa Bay,Kenya,123422.00,人
Ulytaū,Kazakhstan,194330.00,人
Çankırı,Turkey,109041.00,人
Lorri,Armenia,151007.00,人
Lárnaka,Cyprus,109618.00,人
Sirdaryo,Uzbekistan,259798.00,人
Bromley,United Kingdom,314481.00,人
Valjevo,Serbia,90312.00,人
Masvingo,Zimbabwe,190103.00,人
Gjilan,Kosovo,90178.00,人
Botoşani,Romania,135412.00,人
Darnah,Libya,126729.00,人
Ţarţūs,Syria,226047.00,人
Zamboanga Sibugay,Philippines,643820.00,人
Mayo-Kebbi-Ouest,Chad,129439.00,人
Magadanskaya Oblast’,Russia,127967.00,人
Aklan,Philippines,615475.00,人
Jalal-Abad,Kyrgyzstan,395387.00,人
Al Balqā’,Jordan,128562.00,人
Viana do Castelo,Portugal,227822.00,人
El Paraíso,Honduras,102866.00,人
Podujevë,Kosovo,88499.00,人
Est,Cameroon,258698.00,人
Rewa,Fiji,108800.00,人
Béja,Tunisia,162532.00,人
North East Lincolnshire,United Kingdom,147416.00,人
Al Jafārah,Libya,111472.00,人
Hartlepool,United Kingdom,87995.00,人
Al Wakrah,Qatar,87970.00,人
Panevėžio Miestas,Lithuania,87913.00,人
Cheshire West and Chester,United Kingdom,229769.00,人
Southern Leyte,Philippines,414953.00,人
Médenine,Tunisia,417892.00,人
Salyan,Azerbaijan,117796.00,人
Dobrich,Bulgaria,110992.00,人
Usulután,El Salvador,310391.00,人
Warwickshire,United Kingdom,344286.00,人
Gävleborg,Sweden,148655.00,人
Delta Amacuro,Venezuela,86487.00,人
Loznica,Serbia,86413.00,人
North Western,Sri Lanka,436099.00,人
Denguélé,Côte d’Ivoire,100800.00,人
Costa Caribe Norte,Nicaragua,364865.00,人
Melilla,Spain,85985.00,人
Najrān,Saudi Arabia,158015.00,人
Ysyk-Köl,Kyrgyzstan,234885.00,人
El Bayadh,Algeria,136445.00,人
Bakool,Somalia,85500.00,人
Palawan,Philippines,838939.00,人
,Kosovo,85360.00,人
Madre de Dios,Peru,85024.00,人
Derry and Strabane,United Kingdom,98523.00,人
Ealing,United Kingdom,361895.00,人
Ad Dākhilīyah,Oman,342369.00,人
Plateaux,Togo,233206.00,人
Greenwich,United Kingdom,164959.00,人
Prešov,Slovakia,313570.00,人
Hakkâri,Turkey,184962.00,人
Điện Biên,Vietnam,124197.00,人
Mādabā,Jordan,84600.00,人
Aïn Defla,Algeria,394483.00,人
Honiara,Solomon Islands,84520.00,人
Port of Spain,Trinidad and Tobago,84126.00,人
Satakunta,Finland,177758.00,人
Bāgmatī,Nepal,84000.00,人
Yambol,Bulgaria,105941.00,人
Niari,Congo (Brazzaville),98801.00,人
Enriquillo,Dominican Republic,284565.00,人
Galway,Ireland,93103.00,人
Northern,Israel,636830.00,人
Caraş-Severin,Romania,136611.00,人
Ceuta,Spain,83229.00,人
Kampot,Cambodia,122247.00,人
San Fernando,Trinidad and Tobago,95505.00,人
Suchitepéquez,Guatemala,599755.00,人
Chiriquí,Panama,131213.00,人
Wāsiţ,Iraq,368368.00,人
Louga,Senegal,162225.00,人
Stockton-on-Tees,United Kingdom,170846.00,人
Tlaxcala,Mexico,414372.00,人
Žilina,Slovakia,267546.00,人
Mila,Algeria,352843.00,人
Sonsonate,El Salvador,478523.00,人
Nakhon Sawan,Thailand,129269.00,人
Bartın,Turkey,326768.00,人
Luzern,Switzerland,199216.00,人
Wyoming,United States,312358.00,人
Mayabeque,Cuba,398242.00,人
Shumen,Bulgaria,108877.00,人
Baalbek-Hermel,Lebanon,195302.00,人
South Dublin,Ireland,227758.00,人
Oti,Ghana,92601.00,人
Agusan del Norte,Philippines,370348.00,人
Zhetisū,Kazakhstan,237206.00,人
Nabatîyé,Lebanon,150580.00,人
Apurímac,Peru,180134.00,人
Amazonas,Venezuela,112642.00,人
North Lincolnshire,United Kingdom,101727.00,人
Mehedinţi,Romania,97430.00,人
Rayong,Thailand,209892.00,人
Neamţ,Romania,155863.00,人
Oudômxai,Laos,79500.00,人
Dudley,United Kingdom,359352.00,人
Pathum Thani,Thailand,506296.00,人
Phuket,Thailand,141720.00,人
Bitlis,Turkey,212992.00,人
Bistriţa-Năsăud,Romania,111283.00,人
Kymenlaakso,Finland,207061.00,人
Tambacounda,Senegal,123865.00,人
Bury,United Kingdom,191117.00,人
Elbasan,Albania,115552.00,人
Plaines Wilhems,Mauritius,155926.00,人
Lambeth,United Kingdom,146266.00,人
Aveiro,Portugal,619546.00,人
Sankt Gallen,Switzerland,278626.00,人
Pohjois-Karjala,Finland,150477.00,人
Warrap,South Sudan,140051.00,人
Faranah,Guinea,189602.00,人
Sudūrpashchim,Nepal,105609.00,人
Colón,Panama,148127.00,人
Champasak,Laos,140628.00,人
Augšdaugava,Latvia,77799.00,人
West Coast,"Gambia, The",183218.00,人
Nitra,Slovakia,502126.00,人
Lipjan,Kosovo,77605.00,人
Blagoevgrad,Bulgaria,212572.00,人
Cotopaxi,Ecuador,153805.00,人
Renfrewshire,United Kingdom,115164.00,人
Surrey,United Kingdom,865166.00,人
Mambéré-Kadéï,Central African Republic,135387.00,人
Sud,Cameroon,308570.00,人
Cibao Noroeste,Dominican Republic,404101.00,人
Surt,Libya,85974.00,人
Catanduanes,Philippines,271879.00,人
Mahdia,Tunisia,181206.00,人
Ouaddaï,Chad,102802.00,人
Boumerdes,Algeria,821506.00,人
Paysandú,Uruguay,84990.00,人
Manawatu-Wanganui,New Zealand,151106.00,人
Newham,United Kingdom,143124.00,人
Bender,Moldova,76158.00,人
North Somerset,United Kingdom,149998.00,人
Banská Bystrica,Slovakia,256144.00,人
Shkodër,Albania,79607.00,人
Sakon Nakhon,Thailand,95181.00,人
Xaignabouli,Laos,75700.00,人
Aïn Temouchent,Algeria,313756.00,人
Cumbria,United Kingdom,256019.00,人
Corsica,France,144440.00,人
South Tyneside,United Kingdom,132626.00,人
Barh-El-Gazel,Chad,129282.00,人
Tissemsilt,Algeria,96061.00,人
South Lanarkshire,United Kingdom,211418.00,人
Berea,Lesotho,143190.00,人
La Paz,El Salvador,212552.00,人
Staffordshire,United Kingdom,666910.00,人
Darhan-Uul,Mongolia,74738.00,人
Selenge,Mongolia,112792.00,人
Bilecik,Turkey,176021.00,人
Debubawi K’eyyĭḥ Baḥri,Eritrea,99719.00,人
Zlínský Kraj,Czechia,237113.00,人
Pazardzhik,Bulgaria,200997.00,人
Nandi,Kenya,91544.00,人
Yevreyskaya Avtonomnaya Oblast’,Russia,74173.00,人
North Yorkshire,United Kingdom,212454.00,人
Cao Bằng,Vietnam,73549.00,人
Gorj,Romania,99741.00,人
Lanao del Norte,Philippines,639024.00,人
Pančevo,Serbia,73401.00,人
Est,Burkina Faso,153973.00,人
Janūb Sīnā’,Egypt,85733.00,人
Etelä-Karjala,Finland,108537.00,人
Colón,Honduras,225714.00,人
Sremska Mitrovica,Serbia,72580.00,人
Eastern Samar,Philippines,457154.00,人
San Andrés y Providencia,Colombia,71946.00,人
Stara Pazova,Serbia,71931.00,人
Čačak,Serbia,71883.00,人
Água Grande,Sao Tome and Principe,71868.00,人
Eastern Province,Rwanda,223246.00,人
Shropshire,United Kingdom,129088.00,人
Bouenza,Congo (Brazzaville),201343.00,人
Uruzgān,Afghanistan,71604.00,人
Baja Verapaz,Guatemala,332720.00,人
Lisburn and Castlereagh,United Kingdom,71465.00,人
,Mayotte,220081.00,人
Halland,Sweden,130204.00,人
Pest,Hungary,917004.00,人
Preah Sihanouk,Cambodia,71082.00,人
Ba,Fiji,141794.00,人
Oddar Meanchey,Cambodia,70944.00,人
Kumanovo,North Macedonia,70842.00,人
Zadarska Županija,Croatia,80459.00,人
Şirvan,Azerbaijan,70684.00,人
Paktiyā,Afghanistan,70641.00,人
Páfos,Cyprus,70635.00,人
Faro,Portugal,457834.00,人
São Vicente,Cabo Verde,70468.00,人
Tataouine,Tunisia,94260.00,人
Yilan,Taiwan,380462.00,人
Khammouan,Laos,70000.00,人
Castries,Saint Lucia,82980.00,人
Sanaag,Somalia,95480.00,人
Nottinghamshire,United Kingdom,486738.00,人
Södermanland,Sweden,184003.00,人
Chiang Rai,Thailand,328407.00,人
